Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
4988,20-7-20 12:48:52,0.000,sensor_4 (PSt3),20-7-20 11:23:04,default,7.397,ppm (mg/L),15.246,°C,1023.000,hPa,Humid,27,0,,0,29.326,48038,45662.62,7.00,2500.00,#N/A
4992,20-7-20 12:48:55,0.050,sensor_4 (PSt3),20-7-20 11:23:04,default,7.398,ppm (mg/L),15.240,°C,1023.000,hPa,Humid,27,0,,0,29.327,48024,45655.00,7.00,2500.00,#N/A
4996,20-7-20 12:48:58,0.100,sensor_4 (PSt3),20-7-20 11:23:04,default,7.409,ppm (mg/L),15.215,°C,1023.000,hPa,Humid,27,0,,0,29.321,48007,45660.01,7.00,2500.00,#N/A
5000,20-7-20 12:49:01,0.150,sensor_4 (PSt3),20-7-20 11:23:04,default,7.410,ppm (mg/L),15.227,°C,1023.000,hPa,Humid,27,0,,0,29.314,47991,45662.00,7.00,2500.00,#N/A
5004,20-7-20 12:49:04,0.200,sensor_4 (PSt3),20-7-20 11:23:04,default,7.408,ppm (mg/L),15.209,°C,1023.000,hPa,Humid,27,0,,0,29.325,47977,45656.37,7.00,2500.00,#N/A
5008,20-7-20 12:49:29,0.616,sensor_4 (PSt3),20-7-20 11:23:04,default,7.420,ppm (mg/L),15.221,°C,1023.000,hPa,Humid,27,0,,0,29.295,47924,45660.25,7.00,2500.00,#N/A
5012,20-7-20 12:49:32,0.666,sensor_4 (PSt3),20-7-20 11:23:04,default,7.421,ppm (mg/L),15.215,°C,1023.000,hPa,Humid,27,0,,0,29.296,47914,45657.25,7.00,2500.00,#N/A
5016,20-7-20 12:49:35,0.716,sensor_4 (PSt3),20-7-20 11:23:04,default,7.421,ppm (mg/L),15.234,°C,1023.000,hPa,Humid,27,0,,0,29.289,47917,45652.47,7.00,2500.00,#N/A
5020,20-7-20 12:49:38,0.767,sensor_4 (PSt3),20-7-20 11:23:04,default,7.426,ppm (mg/L),15.209,°C,1023.000,hPa,Humid,27,0,,0,29.291,47915,45654.93,7.00,2500.00,#N/A
5024,20-7-20 12:49:41,0.817,sensor_4 (PSt3),20-7-20 11:23:04,default,7.417,ppm (mg/L),15.240,°C,1023.000,hPa,Humid,27,0,,0,29.292,47905,45655.82,7.00,2500.00,#N/A
5028,20-7-20 12:49:44,0.867,sensor_4 (PSt3),20-7-20 11:23:04,default,7.424,ppm (mg/L),15.240,°C,1023.000,hPa,Humid,27,0,,0,29.281,47907,45654.09,7.00,2500.00,#N/A
5032,20-7-20 12:49:47,0.917,sensor_4 (PSt3),20-7-20 11:23:04,default,7.428,ppm (mg/L),15.215,°C,1023.000,hPa,Humid,27,0,,0,29.286,47907,45653.18,7.00,2500.00,#N/A
5036,20-7-20 12:49:50,0.967,sensor_4 (PSt3),20-7-20 11:23:04,default,7.418,ppm (mg/L),15.240,°C,1023.000,hPa,Humid,27,0,,0,29.291,47903,45649.61,7.00,2500.00,#N/A
5040,20-7-20 12:49:53,1.017,sensor_4 (PSt3),20-7-20 11:23:04,default,7.431,ppm (mg/L),15.209,°C,1023.000,hPa,Humid,27,0,,0,29.283,47900,45657.68,7.00,2500.00,#N/A
5044,20-7-20 12:49:56,1.067,sensor_4 (PSt3),20-7-20 11:23:04,default,7.427,ppm (mg/L),15.203,°C,1023.000,hPa,Humid,27,0,,0,29.292,47899,45650.87,7.00,2500.00,#N/A
5048,20-7-20 12:49:59,1.117,sensor_4 (PSt3),20-7-20 11:23:04,default,7.424,ppm (mg/L),15.215,°C,1023.000,hPa,Humid,27,0,,0,29.291,47896,45653.36,7.00,2500.00,#N/A
5052,20-7-20 12:50:02,1.166,sensor_4 (PSt3),20-7-20 11:23:04,default,7.425,ppm (mg/L),15.221,°C,1023.000,hPa,Humid,27,0,,0,29.288,47894,45651.47,7.00,2500.00,#N/A
5056,20-7-20 12:50:05,1.216,sensor_4 (PSt3),20-7-20 11:23:04,default,7.425,ppm (mg/L),15.221,°C,1023.000,hPa,Humid,27,0,,0,29.288,47890,45652.79,7.00,2500.00,#N/A
5060,20-7-20 12:50:08,1.266,sensor_4 (PSt3),20-7-20 11:23:04,default,7.424,ppm (mg/L),15.227,°C,1023.000,hPa,Humid,27,0,,0,29.286,47890,45653.18,7.00,2500.00,#N/A
5064,20-7-20 12:50:11,1.316,sensor_4 (PSt3),20-7-20 11:23:04,default,7.429,ppm (mg/L),15.209,°C,1023.000,hPa,Humid,27,0,,0,29.286,47889,45654.59,7.00,2500.00,#N/A
