Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
28568,22-7-20 14:32:17,0.000,sensor_4 (PSt3),20-7-20 11:23:04,default,7.255,ppm (mg/L),16.634,°C,1015.000,hPa,Humid,25,0,,0,29.131,48026,45781.57,7.00,2500.00,#N/A
28572,22-7-20 14:32:20,0.050,sensor_4 (PSt3),20-7-20 11:23:04,default,7.262,ppm (mg/L),16.622,°C,1015.000,hPa,Humid,25,0,,0,29.124,48016,45780.67,7.00,2500.00,#N/A
28576,22-7-20 14:32:23,0.100,sensor_4 (PSt3),20-7-20 11:23:04,default,7.244,ppm (mg/L),16.671,°C,1015.000,hPa,Humid,25,0,,0,29.132,48016,45782.25,7.00,2500.00,#N/A
28580,22-7-20 14:32:26,0.149,sensor_4 (PSt3),20-7-20 11:23:04,default,7.248,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.134,48014,45779.42,7.00,2500.00,#N/A
28584,22-7-20 14:32:29,0.200,sensor_4 (PSt3),20-7-20 11:23:04,default,7.251,ppm (mg/L),16.659,°C,1015.000,hPa,Humid,25,0,,0,29.127,48014,45779.55,7.00,2500.00,#N/A
28588,22-7-20 14:32:32,0.250,sensor_4 (PSt3),20-7-20 11:23:04,default,7.257,ppm (mg/L),16.647,°C,1015.000,hPa,Humid,25,0,,0,29.122,48008,45775.51,7.00,2500.00,#N/A
28592,22-7-20 14:32:35,0.300,sensor_4 (PSt3),20-7-20 11:23:04,default,7.258,ppm (mg/L),16.665,°C,1015.000,hPa,Humid,25,0,,0,29.114,47989,45778.17,7.00,2500.00,#N/A
28596,22-7-20 14:32:38,0.350,sensor_4 (PSt3),20-7-20 11:23:04,default,7.258,ppm (mg/L),16.634,°C,1015.000,hPa,Humid,25,0,,0,29.126,48059,45778.13,7.00,2500.00,#N/A
28600,22-7-20 14:32:41,0.400,sensor_4 (PSt3),20-7-20 11:23:04,default,7.264,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.114,48052,45776.19,7.00,2500.00,#N/A
28604,22-7-20 14:32:44,0.450,sensor_4 (PSt3),20-7-20 11:23:04,default,7.263,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.116,47796,45773.25,7.00,2500.00,#N/A
28608,22-7-20 14:32:47,0.500,sensor_4 (PSt3),20-7-20 11:23:04,default,7.265,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.113,47995,45770.96,7.00,2500.00,#N/A
28612,22-7-20 14:32:50,0.550,sensor_4 (PSt3),20-7-20 11:23:04,default,7.269,ppm (mg/L),16.616,°C,1015.000,hPa,Humid,25,0,,0,29.117,47956,45778.59,7.00,2500.00,#N/A
28616,22-7-20 14:32:53,0.600,sensor_4 (PSt3),20-7-20 11:23:04,default,7.264,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.109,47991,45779.58,7.00,2500.00,#N/A
28620,22-7-20 14:32:56,0.650,sensor_4 (PSt3),20-7-20 11:23:04,default,7.259,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.117,47989,45776.18,7.00,2500.00,#N/A
28624,22-7-20 14:32:59,0.700,sensor_4 (PSt3),20-7-20 11:23:04,default,7.265,ppm (mg/L),16.659,°C,1015.000,hPa,Humid,25,0,,0,29.105,47988,45773.77,7.00,2500.00,#N/A
28628,22-7-20 14:33:02,0.750,sensor_4 (PSt3),20-7-20 11:23:04,default,7.269,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.106,47987,45773.70,7.00,2500.00,#N/A
28632,22-7-20 14:33:05,0.800,sensor_4 (PSt3),20-7-20 11:23:04,default,7.265,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.108,47985,45777.41,7.00,2500.00,#N/A
28636,22-7-20 14:33:08,0.850,sensor_4 (PSt3),20-7-20 11:23:04,default,7.265,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.113,47986,45773.61,7.00,2500.00,#N/A
