Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
28565,22-7-20 14:32:17,0.000,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.253,ppm (mg/L),16.634,°C,1015.000,hPa,Humid,25,0,,0,29.133,52927,48956.16,6.00,2500.00,#N/A
28569,22-7-20 14:32:20,0.050,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.257,ppm (mg/L),16.622,°C,1015.000,hPa,Humid,25,0,,0,29.132,52916,48954.56,6.00,2500.00,#N/A
28573,22-7-20 14:32:23,0.100,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.246,ppm (mg/L),16.671,°C,1015.000,hPa,Humid,25,0,,0,29.130,52908,48947.06,6.00,2500.00,#N/A
28577,22-7-20 14:32:26,0.149,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.260,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.115,52890,48943.46,6.00,2500.00,#N/A
28581,22-7-20 14:32:29,0.200,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.258,ppm (mg/L),16.659,°C,1015.000,hPa,Humid,25,0,,0,29.116,52886,48944.10,6.00,2500.00,#N/A
28585,22-7-20 14:32:32,0.250,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.259,ppm (mg/L),16.647,°C,1015.000,hPa,Humid,25,0,,0,29.120,52877,48938.85,6.00,2500.00,#N/A
28589,22-7-20 14:32:35,0.300,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.260,ppm (mg/L),16.665,°C,1015.000,hPa,Humid,25,0,,0,29.111,52152,48943.58,6.00,2500.00,#N/A
28593,22-7-20 14:32:38,0.350,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.266,ppm (mg/L),16.634,°C,1015.000,hPa,Humid,25,0,,0,29.114,52629,48942.84,6.00,2500.00,#N/A
28597,22-7-20 14:32:41,0.400,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.265,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.113,52674,48945.04,6.00,2500.00,#N/A
28601,22-7-20 14:32:44,0.450,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.266,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.111,52721,48937.51,6.00,2500.00,#N/A
28605,22-7-20 14:32:47,0.500,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.267,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.110,52562,48937.06,6.00,2500.00,#N/A
28609,22-7-20 14:32:50,0.550,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.273,ppm (mg/L),16.616,°C,1015.000,hPa,Humid,25,0,,0,29.110,52551,48939.28,6.00,2500.00,#N/A
28613,22-7-20 14:32:53,0.600,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.263,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.111,52541,48941.71,6.00,2500.00,#N/A
28617,22-7-20 14:32:56,0.650,sensor_1 (PSt3),20-7-20 11:22:41,test1.2020-06-01,7.270,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.101,52536,48937.96,6.00,2500.00,#N/A
