PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,Time,Sensor,Calibration,User,delta_t,Time_Unit,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
5927,2008-08-20 0:00,3:45:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.3,min,8.406,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,29.948,47691,49750.91,7,2500,#N/A
5931,2008-08-20 0:00,3:45:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.35,min,8.412,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.951,47693,49750.47,7,2500,#N/A
5935,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.4,min,8.41,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.951,47690,49752.63,7,2500,#N/A
5939,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.449,min,8.409,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.95,47689,49749.78,7,2500,#N/A
5943,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.5,min,8.413,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.947,47686,49750.32,7,2500,#N/A
5947,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.55,min,8.411,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.95,47685,49751.78,7,2500,#N/A
5951,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.6,min,8.412,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.948,47690,49752.16,7,2500,#N/A
5955,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.649,min,8.41,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.948,47685,49747.61,7,2500,#N/A
5959,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.7,min,8.411,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.953,47687,49749.09,7,2500,#N/A
5963,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.75,min,8.428,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.941,47684,49750.73,7,2500,#N/A
5967,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.799,min,8.421,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.945,47686,49747.79,7,2500,#N/A
5971,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.85,min,8.414,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.954,47689,49743.65,7,2500,#N/A
5975,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.9,min,8.419,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.942,47679,49747.09,7,2500,#N/A
5979,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.95,min,8.421,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.939,47685,49750.75,7,2500,#N/A
5983,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,15.999,min,8.421,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.944,47688,49751.56,7,2500,#N/A
5987,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.05,min,8.413,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.947,47683,49746.81,7,2500,#N/A
5991,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.1,min,8.406,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.956,47684,49750.5,7,2500,#N/A
5995,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.149,min,8.416,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.949,47682,49750.97,7,2500,#N/A
5999,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.2,min,8.413,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.953,47682,49747.2,7,2500,#N/A
6003,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.25,min,8.413,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.952,47686,49748.74,7,2500,#N/A
6007,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.3,min,8.418,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.951,47685,49749.46,7,2500,#N/A
6011,2008-08-20 0:00,3:46:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.35,min,8.41,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.946,47681,49751,7,2500,#N/A
6015,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.4,min,8.416,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.948,47679,49746.57,7,2500,#N/A
6019,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.45,min,8.418,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.949,47680,49745.76,7,2500,#N/A
6023,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.5,min,8.406,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.951,47675,49747.49,7,2500,#N/A
6027,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.55,min,8.422,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.941,47683,49749.07,7,2500,#N/A
6031,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.6,min,8.418,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.951,47682,49749.06,7,2500,#N/A
6035,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.65,min,8.427,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.945,47680,49750.77,7,2500,#N/A
6039,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.7,min,8.428,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.943,47678,49746.91,7,2500,#N/A
6043,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.75,min,8.41,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.957,47682,49751.1,7,2500,#N/A
6047,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.8,min,8.418,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.954,47676,49751.04,7,2500,#N/A
6051,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.85,min,8.426,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.946,47680,49745.68,7,2500,#N/A
6055,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.9,min,8.429,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.942,47681,49747.74,7,2500,#N/A
6059,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.95,min,8.421,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.947,47678,49746.33,7,2500,#N/A
6063,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,16.999,min,8.415,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.947,47677,49749.95,7,2500,#N/A
6067,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.05,min,8.42,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.951,47681,49750.52,7,2500,#N/A
6071,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.1,min,8.424,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.943,47675,49752.14,7,2500,#N/A
6075,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.149,min,8.429,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.942,47673,49747.82,7,2500,#N/A
6079,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.2,min,8.423,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.953,47679,49748.21,7,2500,#N/A
6083,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.25,min,8.428,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.943,47678,49750.91,7,2500,#N/A
6087,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.299,min,8.422,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.949,47677,49744.01,7,2500,#N/A
6091,2008-08-20 0:00,3:47:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.35,min,8.425,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.944,47672,49752.28,7,2500,#N/A
6095,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.4,min,8.414,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.946,47677,49745.9,7,2500,#N/A
6099,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.45,min,8.427,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.936,47675,49749.76,7,2500,#N/A
6103,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.5,min,8.412,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.943,47673,49748.58,7,2500,#N/A
6107,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.55,min,8.412,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.949,47672,49747.79,7,2500,#N/A
6111,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.6,min,8.412,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.954,47672,49747.81,7,2500,#N/A
6115,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.65,min,8.408,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,29.94,47675,49750.82,7,2500,#N/A
6119,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.7,min,8.42,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.946,47676,49748.49,7,2500,#N/A
6123,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.75,min,8.422,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.943,47671,49748.2,7,2500,#N/A
6127,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.8,min,8.425,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.944,47670,49744.82,7,2500,#N/A
6131,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.85,min,8.427,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.944,47680,49746.59,7,2500,#N/A
6135,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.899,min,8.405,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.953,47673,49746.83,7,2500,#N/A
6139,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,17.95,min,8.421,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.945,47672,49749.67,7,2500,#N/A
6143,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18,min,8.414,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.948,47675,49746.79,7,2500,#N/A
6147,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.05,min,8.417,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.947,47671,49743.23,7,2500,#N/A
6151,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.1,min,8.421,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.944,47675,49749.54,7,2500,#N/A
6155,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.15,min,8.418,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.941,47672,49744.95,7,2500,#N/A
6159,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.2,min,8.415,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.947,47672,49754.18,7,2500,#N/A
6163,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.25,min,8.418,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.946,47674,49748.03,7,2500,#N/A
6167,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.3,min,8.423,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.955,47677,49745.6,7,2500,#N/A
6171,2008-08-20 0:00,3:48:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.35,min,8.421,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.945,47669,49744.87,7,2500,#N/A
6175,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.4,min,8.407,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.958,47674,49749.18,7,2500,#N/A
6179,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.45,min,8.426,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.935,47668,49742.49,7,2500,#N/A
6183,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.5,min,8.414,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.946,47676,49746.93,7,2500,#N/A
6187,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.55,min,8.42,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.951,47674,49746.09,7,2500,#N/A
6191,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.599,min,8.42,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.948,47670,49748.28,7,2500,#N/A
6195,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.65,min,8.429,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.939,47677,49746.97,7,2500,#N/A
6199,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.7,min,8.423,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.944,47669,49747.09,7,2500,#N/A
6203,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.749,min,8.418,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.948,47674,49744.83,7,2500,#N/A
6207,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.8,min,8.426,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.946,47672,49744.53,7,2500,#N/A
6211,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.85,min,8.436,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.948,47667,49749.54,7,2500,#N/A
6215,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.9,min,8.434,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.943,47676,49751.86,7,2500,#N/A
6219,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,18.95,min,8.44,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.946,47674,49746.97,7,2500,#N/A
6223,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19,min,8.428,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.951,47668,49755.91,7,2500,#N/A
6227,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.05,min,8.429,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.95,47666,49746.37,7,2500,#N/A
6231,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.1,min,8.444,ppm (mg/L),14.592,°C,1028,hPa,Humid,0,0,,0,29.943,47674,49741.95,7,2500,#N/A
6235,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.15,min,8.439,ppm (mg/L),14.592,°C,1028,hPa,Humid,0,0,,0,29.95,47666,49747.29,7,2500,#N/A
6239,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.2,min,8.435,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.947,47665,49744.3,7,2500,#N/A
6243,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.25,min,8.43,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.943,47669,49739.14,7,2500,#N/A
6247,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.3,min,8.418,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.943,47663,49743.93,7,2500,#N/A
6251,2008-08-20 0:00,3:49:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.35,min,8.418,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.948,47675,49749.11,7,2500,#N/A
6255,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.4,min,8.425,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.947,47672,49746.34,7,2500,#N/A
6259,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.45,min,8.435,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.944,47665,49741.93,7,2500,#N/A
6263,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.5,min,8.433,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.947,47672,49751.09,7,2500,#N/A
6267,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.549,min,8.432,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.943,47664,49748.82,7,2500,#N/A
6271,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.6,min,8.425,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.945,47666,49744.47,7,2500,#N/A
6275,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.65,min,8.438,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.943,47670,49744,7,2500,#N/A
6279,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.699,min,8.431,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.944,47665,49743.47,7,2500,#N/A
6283,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.75,min,8.426,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.949,47666,49742.37,7,2500,#N/A
6287,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.8,min,8.427,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.945,47659,49742.92,7,2500,#N/A
6291,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.849,min,8.435,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.942,47664,49744.25,7,2500,#N/A
6295,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.9,min,8.439,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.937,47664,49743.6,7,2500,#N/A
6299,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,19.95,min,8.436,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.948,47660,49738.3,7,2500,#N/A
6303,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20,min,8.435,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.947,47656,49749.58,7,2500,#N/A
6307,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.05,min,8.433,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.942,47657,49747.74,7,2500,#N/A
6311,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.099,min,8.426,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.949,47663,49745.93,7,2500,#N/A
6315,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.15,min,8.444,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.94,47670,49747.11,7,2500,#N/A
6319,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.2,min,8.444,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.938,47665,49744.76,7,2500,#N/A
6323,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.25,min,8.454,ppm (mg/L),14.567,°C,1028,hPa,Humid,0,0,,0,29.941,47663,49748.73,7,2500,#N/A
6327,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.3,min,8.436,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.946,47667,49743.2,7,2500,#N/A
6331,2008-08-20 0:00,3:50:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.349,min,8.44,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.943,47668,49745.79,7,2500,#N/A
6335,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.4,min,8.434,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.943,47665,49743.64,7,2500,#N/A
6339,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.45,min,8.431,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.942,47668,49743.33,7,2500,#N/A
6343,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.499,min,8.435,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.945,47661,49743.86,7,2500,#N/A
6347,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.55,min,8.433,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.939,47662,49746.11,7,2500,#N/A
6351,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.6,min,8.429,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.952,47663,49741.56,7,2500,#N/A
6355,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.649,min,8.427,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.947,47670,49742.57,7,2500,#N/A
6359,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.7,min,8.435,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.947,47664,49743.93,7,2500,#N/A
6363,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.75,min,8.44,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.938,47667,49739.88,7,2500,#N/A
6367,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.799,min,8.434,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.941,47665,49745.64,7,2500,#N/A
6371,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.85,min,8.439,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.944,47665,49745.29,7,2500,#N/A
6375,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.9,min,8.445,ppm (mg/L),14.592,°C,1028,hPa,Humid,0,0,,0,29.942,47660,49743.06,7,2500,#N/A
6379,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,20.949,min,8.435,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.945,47664,49744,7,2500,#N/A
6383,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21,min,8.442,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,29.948,47663,49739.7,7,2500,#N/A
6387,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21.05,min,8.448,ppm (mg/L),14.592,°C,1028,hPa,Humid,0,0,,0,29.938,47662,49743.35,7,2500,#N/A
6391,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21.1,min,8.447,ppm (mg/L),14.58,°C,1028,hPa,Humid,0,0,,0,29.944,47666,49737.93,7,2500,#N/A
6395,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21.15,min,8.449,ppm (mg/L),14.58,°C,1028,hPa,Humid,0,0,,0,29.942,47665,49741.86,7,2500,#N/A
6399,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21.2,min,8.45,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,29.938,47657,49739.81,7,2500,#N/A
6403,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21.25,min,8.442,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.943,47662,49746.89,7,2500,#N/A
6407,2008-08-20 0:00,3:51:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,21.3,min,8.447,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,29.942,47662,49741.49,7,2500,#N/A
