Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
28566,22-7-20 14:32:17,0.000,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.270,ppm (mg/L),16.634,°C,1015.000,hPa,Humid,25,0,,0,29.108,45364,49970.88,7.00,2500.00,#N/A
28570,22-7-20 14:32:20,0.050,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.280,ppm (mg/L),16.622,°C,1015.000,hPa,Humid,25,0,,0,29.098,45345,49966.49,7.00,2500.00,#N/A
28574,22-7-20 14:32:23,0.100,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.271,ppm (mg/L),16.671,°C,1015.000,hPa,Humid,25,0,,0,29.091,45337,49966.57,7.00,2500.00,#N/A
28578,22-7-20 14:32:26,0.149,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.278,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.089,45320,49961.32,7.00,2500.00,#N/A
28582,22-7-20 14:32:29,0.200,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.280,ppm (mg/L),16.659,°C,1015.000,hPa,Humid,25,0,,0,29.083,45323,49963.71,7.00,2500.00,#N/A
28586,22-7-20 14:32:32,0.250,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.283,ppm (mg/L),16.647,°C,1015.000,hPa,Humid,25,0,,0,29.083,45304,49961.77,7.00,2500.00,#N/A
28590,22-7-20 14:32:35,0.300,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.287,ppm (mg/L),16.665,°C,1015.000,hPa,Humid,25,0,,0,29.070,45121,49961.36,7.00,2500.00,#N/A
28594,22-7-20 14:32:38,0.350,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.290,ppm (mg/L),16.634,°C,1015.000,hPa,Humid,25,0,,0,29.077,45189,49962.86,7.00,2500.00,#N/A
28598,22-7-20 14:32:41,0.400,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.291,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.073,45197,49962.75,7.00,2500.00,#N/A
28602,22-7-20 14:32:44,0.450,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.288,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.078,45234,49963.75,7.00,2500.00,#N/A
28606,22-7-20 14:32:47,0.500,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.295,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.067,45182,49960.50,7.00,2500.00,#N/A
28610,22-7-20 14:32:50,0.550,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.300,ppm (mg/L),16.616,°C,1015.000,hPa,Humid,25,0,,0,29.070,45166,49955.62,7.00,2500.00,#N/A
28614,22-7-20 14:32:53,0.600,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.294,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.064,45164,49961.88,7.00,2500.00,#N/A
28618,22-7-20 14:32:56,0.650,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.293,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.066,45165,49960.00,7.00,2500.00,#N/A
28622,22-7-20 14:32:59,0.700,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.288,ppm (mg/L),16.659,°C,1015.000,hPa,Humid,25,0,,0,29.070,45152,49962.05,7.00,2500.00,#N/A
28626,22-7-20 14:33:02,0.750,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.295,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.068,45148,49959.24,7.00,2500.00,#N/A
28630,22-7-20 14:33:05,0.800,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.297,ppm (mg/L),16.653,°C,1015.000,hPa,Humid,25,0,,0,29.059,45154,49956.62,7.00,2500.00,#N/A
28634,22-7-20 14:33:08,0.850,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.297,ppm (mg/L),16.640,°C,1015.000,hPa,Humid,25,0,,0,29.064,45145,49958.10,7.00,2500.00,#N/A
28638,22-7-20 14:33:11,0.900,sensor_2 (PSt3),20-7-20 11:22:50,test2.2020-06-01,7.293,ppm (mg/L),16.671,°C,1015.000,hPa,Humid,25,0,,0,29.059,45146,49955.04,7.00,2500.00,#N/A
