Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
4,20-7-20 11:24:50,0.000,sensor_4 (PSt3),20-7-20 11:23:04,default,82.375,%a.s.,15.061,°C,1023.000,hPa,Humid,27,0,,0,29.870,49863,45726.21,7.00,2500.00,#N/A
8,20-7-20 11:24:53,0.050,sensor_4 (PSt3),20-7-20 11:23:04,default,82.383,%a.s.,15.018,°C,1023.000,hPa,Humid,27,0,,0,29.877,49864,45728.01,7.00,2500.00,#N/A
12,20-7-20 11:24:56,0.100,sensor_4 (PSt3),20-7-20 11:23:04,default,82.311,%a.s.,15.049,°C,1023.000,hPa,Humid,27,0,,0,29.881,49867,45725.54,7.00,2500.00,#N/A
16,20-7-20 11:24:59,0.150,sensor_4 (PSt3),20-7-20 11:23:04,default,82.392,%a.s.,15.049,°C,1023.000,hPa,Humid,27,0,,0,29.870,49863,45724.60,7.00,2500.00,#N/A
20,20-7-20 11:25:02,0.199,sensor_4 (PSt3),20-7-20 11:23:04,default,82.408,%a.s.,15.042,°C,1023.000,hPa,Humid,27,0,,0,29.869,49864,45717.67,7.00,2500.00,#N/A
24,20-7-20 11:25:05,0.250,sensor_4 (PSt3),20-7-20 11:23:04,default,82.353,%a.s.,15.061,°C,1023.000,hPa,Humid,27,0,,0,29.873,49871,45725.11,7.00,2500.00,#N/A
28,20-7-20 11:25:08,0.300,sensor_4 (PSt3),20-7-20 11:23:04,default,82.357,%a.s.,15.036,°C,1023.000,hPa,Humid,27,0,,0,29.877,49868,45720.22,7.00,2500.00,#N/A
32,20-7-20 11:25:11,0.350,sensor_4 (PSt3),20-7-20 11:23:04,default,82.353,%a.s.,15.061,°C,1023.000,hPa,Humid,27,0,,0,29.873,49868,45727.41,7.00,2500.00,#N/A
36,20-7-20 11:25:14,0.400,sensor_4 (PSt3),20-7-20 11:23:04,default,82.353,%a.s.,15.061,°C,1023.000,hPa,Humid,27,0,,0,29.873,49867,45726.02,7.00,2500.00,#N/A
40,20-7-20 11:25:17,0.449,sensor_4 (PSt3),20-7-20 11:23:04,default,82.366,%a.s.,15.030,°C,1023.000,hPa,Humid,27,0,,0,29.877,49869,45726.15,7.00,2500.00,#N/A
44,20-7-20 11:25:20,0.499,sensor_4 (PSt3),20-7-20 11:23:04,default,82.355,%a.s.,15.049,°C,1023.000,hPa,Humid,27,0,,0,29.875,49873,45726.33,7.00,2500.00,#N/A
48,20-7-20 11:25:23,0.550,sensor_4 (PSt3),20-7-20 11:23:04,default,82.347,%a.s.,15.055,°C,1023.000,hPa,Humid,27,0,,0,29.875,49871,45727.02,7.00,2500.00,#N/A
52,20-7-20 11:25:26,0.600,sensor_4 (PSt3),20-7-20 11:23:04,default,82.287,%a.s.,15.055,°C,1023.000,hPa,Humid,27,0,,0,29.883,49874,45721.48,7.00,2500.00,#N/A
56,20-7-20 11:25:29,0.649,sensor_4 (PSt3),20-7-20 11:23:04,default,82.365,%a.s.,15.036,°C,1023.000,hPa,Humid,27,0,,0,29.876,49874,45722.65,7.00,2500.00,#N/A
