Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
1,8-8-20 13:37:17,0.000,Sensor1 (PSt3),8-8-20 13:27:12,default,81.751,%a.s.,13.205,°C,1028.000,hPa,Humid,0,0,,0,30.248,54584,48849.46,6.00,2500.00,#N/A
5,8-8-20 13:37:20,0.051,Sensor1 (PSt3),8-8-20 13:27:12,default,81.820,%a.s.,13.223,°C,1028.000,hPa,Humid,0,0,,0,30.235,54582,48846.64,6.00,2500.00,#N/A
9,8-8-20 13:37:23,0.100,Sensor1 (PSt3),8-8-20 13:27:12,default,81.758,%a.s.,13.205,°C,1028.000,hPa,Humid,0,0,,0,30.247,54578,48851.03,6.00,2500.00,#N/A
13,8-8-20 13:37:26,0.150,Sensor1 (PSt3),8-8-20 13:27:12,default,81.694,%a.s.,13.235,°C,1028.000,hPa,Humid,0,0,,0,30.250,54575,48844.36,6.00,2500.00,#N/A
17,8-8-20 13:37:29,0.200,Sensor1 (PSt3),8-8-20 13:27:12,default,81.771,%a.s.,13.211,°C,1028.000,hPa,Humid,0,0,,0,30.244,54574,48839.50,6.00,2500.00,#N/A
21,8-8-20 13:37:32,0.250,Sensor1 (PSt3),8-8-20 13:27:12,default,81.728,%a.s.,13.248,°C,1028.000,hPa,Humid,0,0,,0,30.243,54580,48844.09,6.00,2500.00,#N/A
25,8-8-20 13:37:35,0.300,Sensor1 (PSt3),8-8-20 13:27:12,default,81.686,%a.s.,13.198,°C,1028.000,hPa,Humid,0,0,,0,30.258,54579,48845.17,6.00,2500.00,#N/A
29,8-8-20 13:37:38,0.350,Sensor1 (PSt3),8-8-20 13:27:12,default,81.691,%a.s.,13.248,°C,1028.000,hPa,Humid,0,0,,0,30.248,54576,48839.67,6.00,2500.00,#N/A
33,8-8-20 13:37:41,0.400,Sensor1 (PSt3),8-8-20 13:27:12,default,81.797,%a.s.,13.192,°C,1028.000,hPa,Humid,0,0,,0,30.244,54576,48844.82,6.00,2500.00,#N/A
37,8-8-20 13:37:44,0.450,Sensor1 (PSt3),8-8-20 13:27:12,default,81.790,%a.s.,13.192,°C,1028.000,hPa,Humid,0,0,,0,30.245,54569,48844.28,6.00,2500.00,#N/A
