PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,Time,Sensor,Calibration,User,delta_t,Time_Unit,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
1139,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.2,min,8.683,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.246,47716,45598.18,7,2500,#N/A
1143,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.25,min,8.682,ppm (mg/L),13.161,°C,1028,hPa,Humid,0,0,,0,30.255,47712,45588.62,7,2500,#N/A
1147,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.3,min,8.682,ppm (mg/L),13.155,°C,1028,hPa,Humid,0,0,,0,30.258,47719,45585.06,7,2500,#N/A
1151,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.351,min,8.671,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.261,47720,45588.27,7,2500,#N/A
1155,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.4,min,8.687,ppm (mg/L),13.161,°C,1028,hPa,Humid,0,0,,0,30.249,47715,45593.43,7,2500,#N/A
1159,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.451,min,8.683,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.249,47711,45592.83,7,2500,#N/A
1163,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.5,min,8.668,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.262,47717,45591.29,7,2500,#N/A
1167,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.55,min,8.663,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.256,47711,45586.5,7,2500,#N/A
1171,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.6,min,8.679,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.248,47719,45593.88,7,2500,#N/A
1175,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.65,min,8.668,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.252,47713,45592.36,7,2500,#N/A
1179,2008-08-20 0:00,1:51:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.7,min,8.663,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.255,47719,45592.16,7,2500,#N/A
1183,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.75,min,8.676,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.247,47716,45589.87,7,2500,#N/A
1187,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.8,min,8.671,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.261,47711,45594.03,7,2500,#N/A
1191,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.85,min,8.683,ppm (mg/L),13.168,°C,1028,hPa,Humid,0,0,,0,30.251,47715,45592.89,7,2500,#N/A
1195,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.9,min,8.688,ppm (mg/L),13.155,°C,1028,hPa,Humid,0,0,,0,30.251,47713,45590.73,7,2500,#N/A
1199,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,14.95,min,8.674,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.255,47716,45589.12,7,2500,#N/A
1203,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15,min,8.674,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.26,47711,45588.4,7,2500,#N/A
1207,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.05,min,8.668,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.252,47716,45591.07,7,2500,#N/A
1211,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.1,min,8.65,ppm (mg/L),13.242,°C,1028,hPa,Humid,0,0,,0,30.261,47720,45593.79,7,2500,#N/A
1215,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.15,min,8.651,ppm (mg/L),13.254,°C,1028,hPa,Humid,0,0,,0,30.255,47715,45591.41,7,2500,#N/A
1219,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.2,min,8.664,ppm (mg/L),13.242,°C,1028,hPa,Humid,0,0,,0,30.244,47716,45591.57,7,2500,#N/A
1223,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.25,min,8.646,ppm (mg/L),13.266,°C,1028,hPa,Humid,0,0,,0,30.256,47715,45595.89,7,2500,#N/A
1227,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.3,min,8.674,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.258,47714,45589.13,7,2500,#N/A
1231,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.35,min,8.668,ppm (mg/L),13.223,°C,1028,hPa,Humid,0,0,,0,30.246,47717,45595.48,7,2500,#N/A
1235,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.4,min,8.668,ppm (mg/L),13.205,°C,1028,hPa,Humid,0,0,,0,30.254,47713,45592.31,7,2500,#N/A
1239,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.45,min,8.663,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.255,47710,45596.41,7,2500,#N/A
1243,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.5,min,8.663,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.256,47713,45594.42,7,2500,#N/A
1247,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.55,min,8.662,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.26,47711,45586.52,7,2500,#N/A
1251,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.6,min,8.676,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.249,47710,45591.94,7,2500,#N/A
1255,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.65,min,8.669,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.25,47708,45587.28,7,2500,#N/A
1259,2008-08-20 0:00,1:52:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.7,min,8.678,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.255,47709,45587.42,7,2500,#N/A
1263,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.75,min,8.692,ppm (mg/L),13.161,°C,1028,hPa,Humid,0,0,,0,30.242,47713,45589.23,7,2500,#N/A
1267,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.8,min,8.668,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.26,47708,45588.9,7,2500,#N/A
1271,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.85,min,8.66,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.262,47706,45591.77,7,2500,#N/A
1275,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.9,min,8.675,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.254,47708,45589.43,7,2500,#N/A
1279,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,15.95,min,8.692,ppm (mg/L),13.168,°C,1028,hPa,Humid,0,0,,0,30.24,47710,45588.4,7,2500,#N/A
1283,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.001,min,8.687,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.244,47707,45586.57,7,2500,#N/A
1287,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.051,min,8.679,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.254,47709,45592.59,7,2500,#N/A
1291,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.1,min,8.671,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.253,47710,45588.9,7,2500,#N/A
1295,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.15,min,8.674,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.255,47712,45591.73,7,2500,#N/A
1299,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.2,min,8.692,ppm (mg/L),13.161,°C,1028,hPa,Humid,0,0,,0,30.242,47710,45588.3,7,2500,#N/A
1303,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.25,min,8.677,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.251,47707,45587.89,7,2500,#N/A
1307,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.3,min,8.678,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.25,47715,45593.24,7,2500,#N/A
1311,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.35,min,8.673,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.253,47708,45591.05,7,2500,#N/A
1315,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.4,min,8.674,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.252,47709,45593.11,7,2500,#N/A
1319,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.45,min,8.659,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.261,47712,45587.39,7,2500,#N/A
1323,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.5,min,8.676,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.25,47712,45590.18,7,2500,#N/A
1327,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.55,min,8.663,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.25,47711,45590.87,7,2500,#N/A
1331,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.6,min,8.685,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.244,47713,45585.5,7,2500,#N/A
1335,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.651,min,8.68,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.252,47713,45588.39,7,2500,#N/A
1339,2008-08-20 0:00,1:53:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.7,min,8.683,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.249,47708,45598.13,7,2500,#N/A
1343,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.75,min,8.683,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.249,47711,45587.29,7,2500,#N/A
1347,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.8,min,8.677,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.256,47707,45590.66,7,2500,#N/A
1351,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.85,min,8.672,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.258,47706,45594.16,7,2500,#N/A
1355,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.9,min,8.676,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.249,47712,45590.11,7,2500,#N/A
1359,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,16.95,min,8.682,ppm (mg/L),13.161,°C,1028,hPa,Humid,0,0,,0,30.255,47708,45596.35,7,2500,#N/A
1363,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17,min,8.694,ppm (mg/L),13.137,°C,1028,hPa,Humid,0,0,,0,30.251,47719,45596.98,7,2500,#N/A
1367,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.05,min,8.691,ppm (mg/L),13.149,°C,1028,hPa,Humid,0,0,,0,30.249,47703,45594.31,7,2500,#N/A
1371,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.1,min,8.692,ppm (mg/L),13.149,°C,1028,hPa,Humid,0,0,,0,30.248,47710,45591.98,7,2500,#N/A
1375,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.15,min,8.676,ppm (mg/L),13.168,°C,1028,hPa,Humid,0,0,,0,30.26,47706,45597.46,7,2500,#N/A
1379,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.2,min,8.678,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.25,47707,45589.2,7,2500,#N/A
1383,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.25,min,8.678,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.253,47704,45593.4,7,2500,#N/A
1387,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.3,min,8.676,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.255,47707,45588.98,7,2500,#N/A
1391,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.35,min,8.681,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.251,47706,45592.13,7,2500,#N/A
1395,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.4,min,8.677,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.245,47710,45593.02,7,2500,#N/A
1399,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.45,min,8.685,ppm (mg/L),13.149,°C,1028,hPa,Humid,0,0,,0,30.257,47702,45595.55,7,2500,#N/A
1403,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.501,min,8.681,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.251,47708,45589.78,7,2500,#N/A
1407,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.551,min,8.673,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.262,47704,45592.46,7,2500,#N/A
1411,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.601,min,8.683,ppm (mg/L),13.161,°C,1028,hPa,Humid,0,0,,0,30.254,47712,45593.4,7,2500,#N/A
1415,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.651,min,8.68,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.253,47706,45593.16,7,2500,#N/A
1419,2008-08-20 0:00,1:54:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.7,min,8.671,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.253,47707,45591.35,7,2500,#N/A
1423,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.751,min,8.672,ppm (mg/L),13.205,°C,1028,hPa,Humid,0,0,,0,30.249,47708,45586.75,7,2500,#N/A
1427,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.8,min,8.667,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.245,47711,45591.93,7,2500,#N/A
1431,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.85,min,8.67,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.249,47707,45592.14,7,2500,#N/A
1435,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.9,min,8.674,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.249,47707,45589.74,7,2500,#N/A
1439,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,17.95,min,8.669,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.25,47707,45592.16,7,2500,#N/A
1443,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.001,min,8.673,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.256,47705,45588.39,7,2500,#N/A
1447,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.051,min,8.673,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.259,47696,45592.38,7,2500,#N/A
1451,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.101,min,8.683,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.246,47705,45592.85,7,2500,#N/A
1455,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.15,min,8.696,ppm (mg/L),13.155,°C,1028,hPa,Humid,0,0,,0,30.24,47708,45590.09,7,2500,#N/A
1459,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.2,min,8.681,ppm (mg/L),13.168,°C,1028,hPa,Humid,0,0,,0,30.254,47702,45589.26,7,2500,#N/A
1463,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.25,min,8.69,ppm (mg/L),13.149,°C,1028,hPa,Humid,0,0,,0,30.25,47710,45591.35,7,2500,#N/A
1467,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.3,min,8.665,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.253,47706,45591.74,7,2500,#N/A
1471,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.351,min,8.664,ppm (mg/L),13.223,°C,1028,hPa,Humid,0,0,,0,30.252,47704,45588.69,7,2500,#N/A
1475,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.401,min,8.664,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.249,47697,45590.81,7,2500,#N/A
1479,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.451,min,8.659,ppm (mg/L),13.223,°C,1028,hPa,Humid,0,0,,0,30.258,47696,45592.84,7,2500,#N/A
1483,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.5,min,8.666,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.252,47707,45588.25,7,2500,#N/A
1487,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.55,min,8.674,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.25,47702,45594.29,7,2500,#N/A
1491,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.6,min,8.669,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.251,47704,45595.23,7,2500,#N/A
1495,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.65,min,8.66,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.254,47694,45592.51,7,2500,#N/A
1499,2008-08-20 0:00,1:55:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.7,min,8.65,ppm (mg/L),13.248,°C,1028,hPa,Humid,0,0,,0,30.259,47697,45587.04,7,2500,#N/A
1503,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.75,min,8.663,ppm (mg/L),13.223,°C,1028,hPa,Humid,0,0,,0,30.253,47700,45591.2,7,2500,#N/A
1507,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.8,min,8.646,ppm (mg/L),13.279,°C,1028,hPa,Humid,0,0,,0,30.25,47698,45593.48,7,2500,#N/A
1511,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.85,min,8.647,ppm (mg/L),13.266,°C,1028,hPa,Humid,0,0,,0,30.255,47701,45590.06,7,2500,#N/A
1515,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.9,min,8.668,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.243,47698,45588.91,7,2500,#N/A
1519,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,18.95,min,8.661,ppm (mg/L),13.223,°C,1028,hPa,Humid,0,0,,0,30.255,47703,45588.01,7,2500,#N/A
1523,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19,min,8.679,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.251,47703,45591.15,7,2500,#N/A
1527,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.05,min,8.68,ppm (mg/L),13.186,°C,1028,hPa,Humid,0,0,,0,30.247,47703,45588.17,7,2500,#N/A
1531,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.1,min,8.672,ppm (mg/L),13.205,°C,1028,hPa,Humid,0,0,,0,30.249,47699,45586.87,7,2500,#N/A
1535,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.15,min,8.668,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.252,47701,45588.54,7,2500,#N/A
1539,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.201,min,8.679,ppm (mg/L),13.205,°C,1028,hPa,Humid,0,0,,0,30.24,47695,45583.9,7,2500,#N/A
1543,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.251,min,8.666,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.246,47700,45585.25,7,2500,#N/A
1547,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.3,min,8.66,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.259,47702,45591.86,7,2500,#N/A
1551,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.35,min,8.665,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.248,47700,45590.21,7,2500,#N/A
1555,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.4,min,8.67,ppm (mg/L),13.217,°C,1028,hPa,Humid,0,0,,0,30.246,47702,45587.94,7,2500,#N/A
1559,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.45,min,8.661,ppm (mg/L),13.235,°C,1028,hPa,Humid,0,0,,0,30.25,47699,45590.57,7,2500,#N/A
1563,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.5,min,8.664,ppm (mg/L),13.223,°C,1028,hPa,Humid,0,0,,0,30.252,47699,45583.25,7,2500,#N/A
1567,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.55,min,8.666,ppm (mg/L),13.198,°C,1028,hPa,Humid,0,0,,0,30.26,47701,45593.76,7,2500,#N/A
1571,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.6,min,8.672,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.246,47700,45588.26,7,2500,#N/A
1575,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.65,min,8.671,ppm (mg/L),13.205,°C,1028,hPa,Humid,0,0,,0,30.251,47698,45587.12,7,2500,#N/A
1579,2008-08-20 0:00,1:56:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.7,min,8.676,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.249,47697,45590.68,7,2500,#N/A
1583,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.75,min,8.681,ppm (mg/L),13.168,°C,1028,hPa,Humid,0,0,,0,30.254,47700,45595.87,7,2500,#N/A
1587,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.8,min,8.679,ppm (mg/L),13.174,°C,1028,hPa,Humid,0,0,,0,30.254,47699,45585.61,7,2500,#N/A
1591,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.85,min,8.679,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.251,47699,45593.31,7,2500,#N/A
1595,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.9,min,8.686,ppm (mg/L),13.18,°C,1028,hPa,Humid,0,0,,0,30.242,47700,45593.34,7,2500,#N/A
1599,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,19.95,min,8.671,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.256,47702,45590.68,7,2500,#N/A
1603,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,20,min,8.678,ppm (mg/L),13.192,°C,1028,hPa,Humid,0,0,,0,30.247,47700,45590.48,7,2500,#N/A
1607,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,20.05,min,8.677,ppm (mg/L),13.205,°C,1028,hPa,Humid,0,0,,0,30.243,47694,45591.72,7,2500,#N/A
1611,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,20.101,min,8.665,ppm (mg/L),13.235,°C,1028,hPa,Humid,0,0,,0,30.245,47697,45592.05,7,2500,#N/A
1615,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,20.151,min,8.664,ppm (mg/L),13.229,°C,1028,hPa,Humid,0,0,,0,30.249,47706,45593.83,7,2500,#N/A
1619,2008-08-20 0:00,1:57:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,20.201,min,8.669,ppm (mg/L),13.211,°C,1028,hPa,Humid,0,0,,0,30.251,47697,45591.29,7,2500,#N/A
