PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,delta_t,Time_unit,Sensor,Calibration,User,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
66,2008-08-20 13:38,0.801,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.49,%a.s.,13.235,°C,1028,hPa,Humid,0,0,,0,30.278,48664,49816.87,7,2500,#N/A
70,2008-08-20 13:38,0.85,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.463,%a.s.,13.223,°C,1028,hPa,Humid,0,0,,0,30.284,48665,49821.26,7,2500,#N/A
74,2008-08-20 13:38,0.9,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.502,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.281,48665,49813.96,7,2500,#N/A
78,2008-08-20 13:38,0.951,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.511,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.281,48665,49816.86,7,2500,#N/A
82,2008-08-20 13:38,1,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.577,%a.s.,13.198,°C,1028,hPa,Humid,0,0,,0,30.273,48661,49814.66,7,2500,#N/A
86,2008-08-20 13:38,1.05,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.546,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.275,48658,49819.13,7,2500,#N/A
90,2008-08-20 13:38,1.1,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.474,%a.s.,13.242,°C,1028,hPa,Humid,0,0,,0,30.279,48661,49818.8,7,2500,#N/A
94,2008-08-20 13:38,1.15,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.509,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.28,48658,49813.29,7,2500,#N/A
98,2008-08-20 13:38,1.2,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.561,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.274,48660,49819.4,7,2500,#N/A
102,2008-08-20 13:38,1.25,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.425,%a.s.,13.235,°C,1028,hPa,Humid,0,0,,0,30.287,48663,49821.75,7,2500,#N/A
106,2008-08-20 13:38,1.3,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.551,%a.s.,13.223,°C,1028,hPa,Humid,0,0,,0,30.272,48666,49814.79,7,2500,#N/A
110,2008-08-20 13:38,1.351,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.486,%a.s.,13.217,°C,1028,hPa,Humid,0,0,,0,30.282,48673,49820.6,7,2500,#N/A
114,2008-08-20 13:38,1.4,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.524,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.278,48659,49815.17,7,2500,#N/A
118,2008-08-20 13:38,1.45,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.431,%a.s.,13.279,°C,1028,hPa,Humid,0,0,,0,30.278,48664,49818.69,7,2500,#N/A
122,2008-08-20 13:38,1.5,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.395,%a.s.,13.316,°C,1028,hPa,Humid,0,0,,0,30.276,48660,49813.51,7,2500,#N/A
126,2008-08-20 13:38,1.55,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.391,%a.s.,13.334,°C,1028,hPa,Humid,0,0,,0,30.273,48650,49815.21,7,2500,#N/A
130,2008-08-20 13:38,1.6,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.384,%a.s.,13.334,°C,1028,hPa,Humid,0,0,,0,30.274,48657,49813.38,7,2500,#N/A
134,2008-08-20 13:38,1.65,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.338,%a.s.,13.346,°C,1028,hPa,Humid,0,0,,0,30.278,48654,49815.74,7,2500,#N/A
138,2008-08-20 13:38,1.7,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.299,%a.s.,13.359,°C,1028,hPa,Humid,0,0,,0,30.281,48664,49816.95,7,2500,#N/A
142,2008-08-20 13:39,1.75,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.36,%a.s.,13.309,°C,1028,hPa,Humid,0,0,,0,30.282,48661,49816.15,7,2500,#N/A
146,2008-08-20 13:39,1.8,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.415,%a.s.,13.322,°C,1028,hPa,Humid,0,0,,0,30.272,48654,49810.84,7,2500,#N/A
150,2008-08-20 13:39,1.85,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.357,%a.s.,13.322,°C,1028,hPa,Humid,0,0,,0,30.28,48656,49812.93,7,2500,#N/A
154,2008-08-20 13:39,1.9,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.392,%a.s.,13.291,°C,1028,hPa,Humid,0,0,,0,30.281,48658,49812.87,7,2500,#N/A
158,2008-08-20 13:39,1.95,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.351,%a.s.,13.316,°C,1028,hPa,Humid,0,0,,0,30.282,48658,49811.63,7,2500,#N/A
162,2008-08-20 13:39,2,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.47,%a.s.,13.303,°C,1028,hPa,Humid,0,0,,0,30.268,48656,49811.55,7,2500,#N/A
166,2008-08-20 13:39,2.05,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.337,%a.s.,13.316,°C,1028,hPa,Humid,0,0,,0,30.284,48658,49816.62,7,2500,#N/A
170,2008-08-20 13:39,2.1,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.392,%a.s.,13.328,°C,1028,hPa,Humid,0,0,,0,30.274,48661,49814.83,7,2500,#N/A
174,2008-08-20 13:39,2.15,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.368,%a.s.,13.34,°C,1028,hPa,Humid,0,0,,0,30.275,48651,49814.15,7,2500,#N/A
178,2008-08-20 13:39,2.2,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.322,%a.s.,13.353,°C,1028,hPa,Humid,0,0,,0,30.279,48655,49812.06,7,2500,#N/A
182,2008-08-20 13:39,2.251,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.303,%a.s.,13.34,°C,1028,hPa,Humid,0,0,,0,30.284,48649,49813.24,7,2500,#N/A
186,2008-08-20 13:39,2.3,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.305,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.279,48653,49809.39,7,2500,#N/A
190,2008-08-20 13:39,2.35,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.362,%a.s.,13.371,°C,1028,hPa,Humid,0,0,,0,30.27,48658,49813.67,7,2500,#N/A
194,2008-08-20 13:39,2.4,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.237,%a.s.,13.383,°C,1028,hPa,Humid,0,0,,0,30.285,48648,49806.41,7,2500,#N/A
198,2008-08-20 13:39,2.45,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.334,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.275,48655,49809.02,7,2500,#N/A
202,2008-08-20 13:39,2.5,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.251,%a.s.,13.383,°C,1028,hPa,Humid,0,0,,0,30.283,48660,49811.47,7,2500,#N/A
206,2008-08-20 13:39,2.55,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.303,%a.s.,13.377,°C,1028,hPa,Humid,0,0,,0,30.277,48650,49809.52,7,2500,#N/A
210,2008-08-20 13:39,2.6,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.349,%a.s.,13.328,°C,1028,hPa,Humid,0,0,,0,30.28,48651,49811.04,7,2500,#N/A
214,2008-08-20 13:39,2.651,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.345,%a.s.,13.346,°C,1028,hPa,Humid,0,0,,0,30.277,48654,49806.12,7,2500,#N/A
218,2008-08-20 13:39,2.7,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.344,%a.s.,13.353,°C,1028,hPa,Humid,0,0,,0,30.276,48653,49810.42,7,2500,#N/A
222,2008-08-20 13:40,2.75,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.327,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.276,48653,49808.54,7,2500,#N/A
226,2008-08-20 13:40,2.801,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.334,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.275,48654,49803.78,7,2500,#N/A
230,2008-08-20 13:40,2.85,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.209,%a.s.,13.414,°C,1028,hPa,Humid,0,0,,0,30.283,48658,49805.5,7,2500,#N/A
234,2008-08-20 13:40,2.9,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.293,%a.s.,13.39,°C,1028,hPa,Humid,0,0,,0,30.276,48654,49807.57,7,2500,#N/A
238,2008-08-20 13:40,2.951,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.339,%a.s.,13.377,°C,1028,hPa,Humid,0,0,,0,30.272,48654,49801.73,7,2500,#N/A
242,2008-08-20 13:40,3,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.325,%a.s.,13.377,°C,1028,hPa,Humid,0,0,,0,30.274,48649,49800.74,7,2500,#N/A
246,2008-08-20 13:40,3.05,min,Sensor2 (PSt3),2008-08-20 13:27,default,81.289,%a.s.,13.414,°C,1028,hPa,Humid,0,0,,0,30.272,48648,49810.26,7,2500,#N/A
250,2008-08-20 13:40,3.1,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.573,ppm (mg/L),13.445,°C,1028,hPa,Humid,0,0,,0,30.272,48645,49804.83,7,2500,#N/A
254,2008-08-20 13:40,3.15,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.571,ppm (mg/L),13.427,°C,1028,hPa,Humid,0,0,,0,30.283,48645,49803.16,7,2500,#N/A
258,2008-08-20 13:40,3.2,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.572,ppm (mg/L),13.445,°C,1028,hPa,Humid,0,0,,0,30.274,48649,49808.49,7,2500,#N/A
262,2008-08-20 13:40,3.25,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.573,ppm (mg/L),13.427,°C,1028,hPa,Humid,0,0,,0,30.281,48647,49806.61,7,2500,#N/A
266,2008-08-20 13:40,3.3,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.589,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.276,48646,49802.25,7,2500,#N/A
270,2008-08-20 13:40,3.351,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.58,ppm (mg/L),13.402,°C,1028,hPa,Humid,0,0,,0,30.282,48647,49801.14,7,2500,#N/A
274,2008-08-20 13:40,3.4,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.588,ppm (mg/L),13.408,°C,1028,hPa,Humid,0,0,,0,30.269,48650,49802.53,7,2500,#N/A
278,2008-08-20 13:40,3.45,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.571,ppm (mg/L),13.427,°C,1028,hPa,Humid,0,0,,0,30.283,48644,49807.17,7,2500,#N/A
282,2008-08-20 13:40,3.5,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.58,ppm (mg/L),13.433,°C,1028,hPa,Humid,0,0,,0,30.269,48654,49805.39,7,2500,#N/A
286,2008-08-20 13:40,3.55,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.566,ppm (mg/L),13.445,°C,1028,hPa,Humid,0,0,,0,30.281,48651,49800.46,7,2500,#N/A
290,2008-08-20 13:40,3.6,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.573,ppm (mg/L),13.408,°C,1028,hPa,Humid,0,0,,0,30.289,48645,49804.1,7,2500,#N/A
294,2008-08-20 13:40,3.651,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.589,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.276,48649,49805.05,7,2500,#N/A
298,2008-08-20 13:40,3.7,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.602,ppm (mg/L),13.353,°C,1028,hPa,Humid,0,0,,0,30.275,48641,49805.2,7,2500,#N/A
302,2008-08-20 13:41,3.75,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.607,ppm (mg/L),13.346,°C,1028,hPa,Humid,0,0,,0,30.271,48644,49804.2,7,2500,#N/A
306,2008-08-20 13:41,3.8,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.613,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.28,48641,49794.73,7,2500,#N/A
310,2008-08-20 13:41,3.85,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.629,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.267,48647,49798.12,7,2500,#N/A
314,2008-08-20 13:41,3.901,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.63,ppm (mg/L),13.254,°C,1028,hPa,Humid,0,0,,0,30.282,48648,49800.45,7,2500,#N/A
318,2008-08-20 13:41,3.95,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.633,ppm (mg/L),13.248,°C,1028,hPa,Humid,0,0,,0,30.281,48646,49805.41,7,2500,#N/A
322,2008-08-20 13:41,4,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.631,ppm (mg/L),13.248,°C,1028,hPa,Humid,0,0,,0,30.283,48647,49799.87,7,2500,#N/A
326,2008-08-20 13:41,4.05,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.623,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.278,48639,49802.58,7,2500,#N/A
330,2008-08-20 13:41,4.1,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.622,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.279,48647,49796.34,7,2500,#N/A
334,2008-08-20 13:41,4.15,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.611,ppm (mg/L),13.316,°C,1028,hPa,Humid,0,0,,0,30.28,48645,49798.97,7,2500,#N/A
338,2008-08-20 13:41,4.2,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.626,ppm (mg/L),13.297,°C,1028,hPa,Humid,0,0,,0,30.268,48640,49802.77,7,2500,#N/A
342,2008-08-20 13:41,4.25,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.61,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.278,48645,49800.59,7,2500,#N/A
346,2008-08-20 13:41,4.301,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.611,ppm (mg/L),13.346,°C,1028,hPa,Humid,0,0,,0,30.266,48649,49799.38,7,2500,#N/A
350,2008-08-20 13:41,4.35,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.617,ppm (mg/L),13.297,°C,1028,hPa,Humid,0,0,,0,30.28,48646,49796.11,7,2500,#N/A
354,2008-08-20 13:41,4.4,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.638,ppm (mg/L),13.26,°C,1028,hPa,Humid,0,0,,0,30.269,48647,49800.38,7,2500,#N/A
358,2008-08-20 13:41,4.451,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.622,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.276,48646,49797.51,7,2500,#N/A
362,2008-08-20 13:41,4.5,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.619,ppm (mg/L),13.279,°C,1028,hPa,Humid,0,0,,0,30.285,48644,49800.8,7,2500,#N/A
366,2008-08-20 13:41,4.55,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.621,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.28,48645,49799.14,7,2500,#N/A
370,2008-08-20 13:41,4.6,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.624,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.276,48651,49797.61,7,2500,#N/A
374,2008-08-20 13:41,4.65,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.617,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.283,48643,49802.49,7,2500,#N/A
378,2008-08-20 13:41,4.701,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.621,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.278,48645,49793.26,7,2500,#N/A
382,2008-08-20 13:42,4.75,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.626,ppm (mg/L),13.279,°C,1028,hPa,Humid,0,0,,0,30.277,48642,49798.05,7,2500,#N/A
386,2008-08-20 13:42,4.8,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.609,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.285,48646,49798.65,7,2500,#N/A
390,2008-08-20 13:42,4.85,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.598,ppm (mg/L),13.365,°C,1028,hPa,Humid,0,0,,0,30.275,48647,49792.13,7,2500,#N/A
394,2008-08-20 13:42,4.9,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.612,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.276,48641,49792.02,7,2500,#N/A
398,2008-08-20 13:42,4.95,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.601,ppm (mg/L),13.346,°C,1028,hPa,Humid,0,0,,0,30.279,48646,49797.34,7,2500,#N/A
402,2008-08-20 13:42,5,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.614,ppm (mg/L),13.328,°C,1028,hPa,Humid,0,0,,0,30.27,48642,49790.9,7,2500,#N/A
406,2008-08-20 13:42,5.05,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.616,ppm (mg/L),13.303,°C,1028,hPa,Humid,0,0,,0,30.278,48646,49796.44,7,2500,#N/A
410,2008-08-20 13:42,5.1,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.613,ppm (mg/L),13.316,°C,1028,hPa,Humid,0,0,,0,30.277,48645,49796.17,7,2500,#N/A
414,2008-08-20 13:42,5.15,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.61,ppm (mg/L),13.34,°C,1028,hPa,Humid,0,0,,0,30.27,48650,49793.72,7,2500,#N/A
418,2008-08-20 13:42,5.2,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.592,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.274,48641,49800.06,7,2500,#N/A
422,2008-08-20 13:42,5.251,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.593,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.27,48644,49791.71,7,2500,#N/A
426,2008-08-20 13:42,5.3,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.595,ppm (mg/L),13.371,°C,1028,hPa,Humid,0,0,,0,30.276,48642,49791.3,7,2500,#N/A
430,2008-08-20 13:42,5.35,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.594,ppm (mg/L),13.365,°C,1028,hPa,Humid,0,0,,0,30.28,48639,49793.34,7,2500,#N/A
434,2008-08-20 13:42,5.4,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.614,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.278,48643,49793.88,7,2500,#N/A
438,2008-08-20 13:42,5.45,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.621,ppm (mg/L),13.303,°C,1028,hPa,Humid,0,0,,0,30.272,48637,49792.75,7,2500,#N/A
442,2008-08-20 13:42,5.5,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.617,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.275,48638,49797,7,2500,#N/A
446,2008-08-20 13:42,5.55,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.627,ppm (mg/L),13.272,°C,1028,hPa,Humid,0,0,,0,30.278,48633,49794.32,7,2500,#N/A
450,2008-08-20 13:42,5.6,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.636,ppm (mg/L),13.26,°C,1028,hPa,Humid,0,0,,0,30.272,48645,49798.35,7,2500,#N/A
454,2008-08-20 13:42,5.65,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.628,ppm (mg/L),13.272,°C,1028,hPa,Humid,0,0,,0,30.276,48643,49793.86,7,2500,#N/A
458,2008-08-20 13:42,5.7,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.612,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.276,48639,49793.39,7,2500,#N/A
462,2008-08-20 13:43,5.75,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.625,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.272,48643,49790.07,7,2500,#N/A
466,2008-08-20 13:43,5.8,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.6,ppm (mg/L),13.353,°C,1028,hPa,Humid,0,0,,0,30.278,48633,49791.39,7,2500,#N/A
470,2008-08-20 13:43,5.85,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.611,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.277,48634,49792.59,7,2500,#N/A
474,2008-08-20 13:43,5.9,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.598,ppm (mg/L),13.359,°C,1028,hPa,Humid,0,0,,0,30.278,48638,49793.07,7,2500,#N/A
478,2008-08-20 13:43,5.95,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.587,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.281,48637,49786.29,7,2500,#N/A
482,2008-08-20 13:43,6,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.589,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.279,48637,49797.17,7,2500,#N/A
486,2008-08-20 13:43,6.05,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.586,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.282,48635,49793.64,7,2500,#N/A
490,2008-08-20 13:43,6.1,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.594,ppm (mg/L),13.365,°C,1028,hPa,Humid,0,0,,0,30.28,48638,49791.06,7,2500,#N/A
494,2008-08-20 13:43,6.15,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.598,ppm (mg/L),13.359,°C,1028,hPa,Humid,0,0,,0,30.278,48642,49794.11,7,2500,#N/A
498,2008-08-20 13:43,6.2,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.612,ppm (mg/L),13.316,°C,1028,hPa,Humid,0,0,,0,30.278,48638,49795.04,7,2500,#N/A
502,2008-08-20 13:43,6.25,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.605,ppm (mg/L),13.34,°C,1028,hPa,Humid,0,0,,0,30.276,48632,49795.9,7,2500,#N/A
506,2008-08-20 13:43,6.3,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.607,ppm (mg/L),13.353,°C,1028,hPa,Humid,0,0,,0,30.268,48634,49796.84,7,2500,#N/A
510,2008-08-20 13:43,6.35,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.605,ppm (mg/L),13.353,°C,1028,hPa,Humid,0,0,,0,30.271,48632,49789.82,7,2500,#N/A
514,2008-08-20 13:43,6.4,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.592,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.275,48633,49793.76,7,2500,#N/A
518,2008-08-20 13:43,6.45,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.59,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.275,48635,49791.71,7,2500,#N/A
522,2008-08-20 13:43,6.5,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.573,ppm (mg/L),13.414,°C,1028,hPa,Humid,0,0,,0,30.286,48639,49789.48,7,2500,#N/A
526,2008-08-20 13:43,6.55,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.578,ppm (mg/L),13.42,°C,1028,hPa,Humid,0,0,,0,30.276,48628,49792.47,7,2500,#N/A
530,2008-08-20 13:43,6.6,min,Sensor2 (PSt3),2008-08-20 13:27,default,8.572,ppm (mg/L),13.445,°C,1028,hPa,Humid,0,0,,0,30.274,48630,49792.15,7,2500,#N/A
