Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
2,8-8-20 13:37:17,0.000,Sensor2 (PSt3),8-8-20 13:27:22,default,81.532,%a.s.,13.205,°C,1028.000,hPa,Humid,0,0,,0,30.278,48669,49827.56,7.00,2500.00,#N/A
6,8-8-20 13:37:20,0.051,Sensor2 (PSt3),8-8-20 13:27:22,default,81.478,%a.s.,13.223,°C,1028.000,hPa,Humid,0,0,,0,30.282,48674,49826.27,7.00,2500.00,#N/A
10,8-8-20 13:37:23,0.100,Sensor2 (PSt3),8-8-20 13:27:22,default,81.532,%a.s.,13.205,°C,1028.000,hPa,Humid,0,0,,0,30.278,48672,49827.05,7.00,2500.00,#N/A
14,8-8-20 13:37:26,0.150,Sensor2 (PSt3),8-8-20 13:27:22,default,81.483,%a.s.,13.235,°C,1028.000,hPa,Humid,0,0,,0,30.279,48667,49831.28,7.00,2500.00,#N/A
18,8-8-20 13:37:29,0.200,Sensor2 (PSt3),8-8-20 13:27:22,default,81.509,%a.s.,13.211,°C,1028.000,hPa,Humid,0,0,,0,30.280,48669,49825.06,7.00,2500.00,#N/A
22,8-8-20 13:37:32,0.250,Sensor2 (PSt3),8-8-20 13:27:22,default,81.437,%a.s.,13.248,°C,1028.000,hPa,Humid,0,0,,0,30.283,48671,49829.01,7.00,2500.00,#N/A
26,8-8-20 13:37:35,0.300,Sensor2 (PSt3),8-8-20 13:27:22,default,81.548,%a.s.,13.198,°C,1028.000,hPa,Humid,0,0,,0,30.277,48668,49821.82,7.00,2500.00,#N/A
30,8-8-20 13:37:38,0.350,Sensor2 (PSt3),8-8-20 13:27:22,default,81.451,%a.s.,13.248,°C,1028.000,hPa,Humid,0,0,,0,30.281,48668,49820.86,7.00,2500.00,#N/A
34,8-8-20 13:37:41,0.400,Sensor2 (PSt3),8-8-20 13:27:22,default,81.527,%a.s.,13.192,°C,1028.000,hPa,Humid,0,0,,0,30.281,48665,49824.81,7.00,2500.00,#N/A
38,8-8-20 13:37:44,0.450,Sensor2 (PSt3),8-8-20 13:27:22,default,81.549,%a.s.,13.192,°C,1028.000,hPa,Humid,0,0,,0,30.278,48663,49823.23,7.00,2500.00,#N/A
42,8-8-20 13:37:47,0.501,Sensor2 (PSt3),8-8-20 13:27:22,default,81.540,%a.s.,13.205,°C,1028.000,hPa,Humid,0,0,,0,30.277,48663,49822.12,7.00,2500.00,#N/A
46,8-8-20 13:37:50,0.550,Sensor2 (PSt3),8-8-20 13:27:22,default,81.495,%a.s.,13.211,°C,1028.000,hPa,Humid,0,0,,0,30.282,48665,49822.03,7.00,2500.00,#N/A
50,8-8-20 13:37:53,0.600,Sensor2 (PSt3),8-8-20 13:27:22,default,81.501,%a.s.,13.217,°C,1028.000,hPa,Humid,0,0,,0,30.280,48655,49822.72,7.00,2500.00,#N/A
54,8-8-20 13:37:56,0.650,Sensor2 (PSt3),8-8-20 13:27:22,default,81.477,%a.s.,13.229,°C,1028.000,hPa,Humid,0,0,,0,30.281,48659,49816.78,7.00,2500.00,#N/A
58,8-8-20 13:37:59,0.700,Sensor2 (PSt3),8-8-20 13:27:22,default,81.561,%a.s.,13.205,°C,1028.000,hPa,Humid,0,0,,0,30.274,48664,49819.59,7.00,2500.00,#N/A
62,8-8-20 13:38:02,0.750,Sensor2 (PSt3),8-8-20 13:27:22,default,81.501,%a.s.,13.217,°C,1028.000,hPa,Humid,0,0,,0,30.280,48665,49823.30,7.00,2500.00,#N/A
