PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,delta_t,Time_Unit,Sensor,Calibration,User,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
4,2008-08-20 13:37,0,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.03,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.487,49705,49049.18,7,2500,#N/A
8,2008-08-20 13:37,0.051,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.984,%a.s.,13.223,°C,1028,hPa,Humid,0,0,,0,30.49,49702,49048.09,7,2500,#N/A
12,2008-08-20 13:37,0.1,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.98,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.494,49700,49050.06,7,2500,#N/A
16,2008-08-20 13:37,0.15,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.967,%a.s.,13.235,°C,1028,hPa,Humid,0,0,,0,30.49,49703,49047.02,7,2500,#N/A
20,2008-08-20 13:37,0.2,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.043,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.484,49698,49046.8,7,2500,#N/A
24,2008-08-20 13:37,0.25,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.915,%a.s.,13.248,°C,1028,hPa,Humid,0,0,,0,30.495,49704,49048.73,7,2500,#N/A
28,2008-08-20 13:37,0.3,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.088,%a.s.,13.198,°C,1028,hPa,Humid,0,0,,0,30.48,49703,49045.49,7,2500,#N/A
32,2008-08-20 13:37,0.35,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.965,%a.s.,13.248,°C,1028,hPa,Humid,0,0,,0,30.488,49698,49044.96,7,2500,#N/A
36,2008-08-20 13:37,0.4,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.061,%a.s.,13.192,°C,1028,hPa,Humid,0,0,,0,30.485,49707,49048.73,7,2500,#N/A
40,2008-08-20 13:37,0.45,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.075,%a.s.,13.192,°C,1028,hPa,Humid,0,0,,0,30.483,49708,49038.83,7,2500,#N/A
44,2008-08-20 13:37,0.501,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.051,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.484,49694,49041.89,7,2500,#N/A
48,2008-08-20 13:37,0.55,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.993,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.491,49704,49035.42,7,2500,#N/A
52,2008-08-20 13:37,0.6,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.006,%a.s.,13.217,°C,1028,hPa,Humid,0,0,,0,30.488,49698,49042.4,7,2500,#N/A
56,2008-08-20 13:37,0.65,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.919,%a.s.,13.229,°C,1028,hPa,Humid,0,0,,0,30.498,49703,49040.81,7,2500,#N/A
60,2008-08-20 13:37,0.7,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.016,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.489,49702,49041.02,7,2500,#N/A
64,2008-08-20 13:38,0.75,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.006,%a.s.,13.217,°C,1028,hPa,Humid,0,0,,0,30.488,49699,49043.8,7,2500,#N/A
68,2008-08-20 13:38,0.801,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.052,%a.s.,13.235,°C,1028,hPa,Humid,0,0,,0,30.478,49697,49038.2,7,2500,#N/A
72,2008-08-20 13:38,0.85,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.005,%a.s.,13.223,°C,1028,hPa,Humid,0,0,,0,30.487,49695,49042.68,7,2500,#N/A
76,2008-08-20 13:38,0.9,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.072,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.48,49699,49043.66,7,2500,#N/A
80,2008-08-20 13:38,0.951,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.987,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.493,49699,49035.9,7,2500,#N/A
84,2008-08-20 13:38,1,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.031,%a.s.,13.198,°C,1028,hPa,Humid,0,0,,0,30.488,49693,49040.39,7,2500,#N/A
88,2008-08-20 13:38,1.05,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.986,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.492,49698,49045.89,7,2500,#N/A
92,2008-08-20 13:38,1.1,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.945,%a.s.,13.242,°C,1028,hPa,Humid,0,0,,0,30.492,49698,49038.69,7,2500,#N/A
96,2008-08-20 13:38,1.15,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.079,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.479,49699,49041.71,7,2500,#N/A
100,2008-08-20 13:38,1.2,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.094,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.478,49700,49038.97,7,2500,#N/A
104,2008-08-20 13:38,1.25,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.925,%a.s.,13.235,°C,1028,hPa,Humid,0,0,,0,30.496,49695,49037.8,7,2500,#N/A
108,2008-08-20 13:38,1.3,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.026,%a.s.,13.223,°C,1028,hPa,Humid,0,0,,0,30.484,49699,49036.34,7,2500,#N/A
112,2008-08-20 13:38,1.351,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.971,%a.s.,13.217,°C,1028,hPa,Humid,0,0,,0,30.493,49695,49038.95,7,2500,#N/A
116,2008-08-20 13:38,1.4,min,Sensor3 (PSt3),2008-08-20 13:27,default,80.072,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.48,49702,49042.07,7,2500,#N/A
120,2008-08-20 13:38,1.45,min,Sensor3 (PSt3),2008-08-20 13:27,default,79.909,%a.s.,13.279,°C,1028,hPa,Humid,0,0,,0,30.49,49702,49040.33,7,2500,#N/A
